review_number,username,ratings,purchase_date,item_variation,location,review_content,has_image,subreview_sub 0_category,subreview_sub 0_content,subreview_sub 1_category,subreview_sub 1_content,subreview_sub 2_category,subreview_sub 2_content,original_file,original_review_key
118,faracomelcantikdancute,5,2024-12-02 22:47,"Variation: Blackmm,L-xxxl Length 92 CM",,"DOA TAUBAT ; Daku memohon ampun kepada Allah, Daku mohon ampun kepada Allah, Daku mohon ampun kepada Allah yang tiada Tuhan melainkan Dia Yang Maha Hidup Lagi Maha Mengurus!
Daku bertaubat kepada-Nya selaku taubatnya seorang hamba yang banyak dosa yang tidak berdaya untuk menolak mudharat atau berbuat manfaat dan tidak mampu mematikan atau menghidupkan mahupun membangkitkan (di Padang Mahsyar kelak).
Daku mohon perlindungan-Mu daripada dosa, kemalasan, dugaan kubur dan seksanya. Daku mohon perlindungan-Mu daripada segala kesalahan dan hukuman.
Ya Allah! Bersihkanlah diriku daripada dosa-dosa sebagaimana kain putih dibersihkan daripada kekotoran. Ya Allah! Sesungguhnya daku bertaubat kepada-Mu di atas segala dosaku, dan daku berjanji tidak akan mengulanginya.
Ya Allah! Pengampunan-Mu adalah lebih luas daripada dosa-dosaku dan pengampunan-Mu terhadapku adalah lebih tertunai daripada amalan baikku. Ya Allah! Sesungguhnya daku telah banyak sekali menganiaya diriku sendiri, tiada yang dapat mengampuni dosaku itu kecuali Dikau; Maka berikanlah daku keampunan-Mu, kasihanilah daku. 
Ya Allah, Ya Tuhanku! Terimalah taubatku, suci bersihkanlah segala dosaku dan kabulkanlah permohonanku. Sesungguhnya Dikau Maha Pengampun lagi Maha Penyayang!",True,Quality, cantik,Material, good,,,results2.json,review 25
119,hnnifkri,5,2025-05-15 23:48,"Variation: Hazelnut,S-M Length 88CM",,The skirt is so cute!!!! I love it 🥰🥰🥰 fit nicely with my height 😍😍 a bit loose for my waist but i don’t mind!! So cute!!! Will buy again soon 🤭,False,Material, linen,Quality, good,,,results2.json,review 26
120,lijaynaur,5,2024-11-11 19:41,"Variation: Bone WHITE,L-xxxl Length 92 CM",,"SO SO CUTEEE 
im 165 and its just nice on me but its 
the length is a bit short if you like to wear your skirt at upper waist so it will be lifted up to half of your leg
but can still adjust how you like and i love it
IT ALSO HAS LINING INSIDE SO IT WONT SEE THROUGH I LOVEEEE",False,,,,,,,results2.json,review 27
121,a*****a,5,2024-12-19 17:10,"Variation: White bone,L-xxxl Length 92 CM",,"2nd time ordered and still love the skirt! the skirt is suitable for height 157cm, just nice on me and my hip is 44inch ",False,,,,,,,results2.json,review 28
122,nurhayanah01,5,2025-02-03 01:31,"Variation: Choco,S-m Length 96CM",,It’s my 3rd time purchase this pretty skirt . 💗🫶🏻 im in love with it,True,Quality, 100% good,Material, cotton,,,results2.json,review 29
123,hidayah.izham,5,2024-10-29 14:07,"Variation: Blackmm,L-xxxl Length 92 CM",,"The skirt is so pretty ! Def will order again 
Height : 162cm , fits perfectly",False,,,,,,,results2.json,review 30
124,syirasharip22,5,2024-10-06 09:13,"Variation: Blackmm,S-m Length 96CM",,Fit me perfect nice,True,Quality, Good,Material, Cotton linen,,,results2.json,review 31
125,s*****a,5,2025-01-12 17:20,"Variation: Blackmm,Maxi Length 103CM",,"Cania skirt - linen rampel skirt blackmm, maxi length",True,Quality, very good,Material, cotton,,,results2.json,review 32
126,nurhidayahchesaad,5,2024-12-23 23:08,"Variation: Hazelnut,S-m Length 88CM",,cantik sangat! nak repeat colour lain pulak❤️❤️❤️,False,Material, nice,Quality, ok,,,results2.json,review 33
127,f*****o,5,2024-09-14 09:33,"Variation: White bone,L-xxxl Length 92 CM",,"Cantik sangat, material linen da ada lining siap2 tapi better pakai lapis lg la utk hijabis for safety sendiri.",True,,,,,,,results2.json,review 34
128,qistinabieber,5,2024-11-07 15:54,"Variation: Hazelnut,S-m Length 96CM",,Suka gila love gilaaaa huwarghhh. Kain dia kain mahallll and ada two pocketsssss. Nak beli semua,False,,,,,,,results2.json,review 35
129,nurafiqahshamini,1,2024-11-15 18:20,"Variation: Blackmm,L-xxxl Length 92 CM",,,False,Material, cotton murah yang boleh dibeli di pasar mlm yg jenis panas,,,,,results2.json,review 36
130,annisadkanya,5,2024-08-26 23:36,"Variation: Emerald,S-m Length 88CM",,Bagus tapi tipis karena gak ada inner. Warna sesuai dengan gambar,False,,,,,,,results2.json,review 37
131,nuramirah.ha,5,2024-11-15 17:04,"Variation: Hazelnut,L-xxxl Length 92 CM",,With full lining.. it’s so nice.. recommended,False,Material, linen,,,,,results2.json,review 38
132,i*****.,5,2024-11-07 21:42,"Variation: Cania Ivory,S-m Length 88CM",,Yang ni memang legit best. Memang tiptop,False,Material, linen,,,,,results2.json,review 39
133,d*****a,5,2025-07-09 19:07,"Variation: Hazelnut,S-M Length 88CM",,cantik gler. kain kembang and ada pocket,False,,,,,,,results2.json,review 40
134,fairushlm,5,2025-07-01 14:46,"Variation: Choco,S-M Length 88CM",,"lovenya dengan skirt ni, cantik betul ya 😍",False,,,,,,,results2.json,review 41
135,s*****o,5,2025-07-14 19:48,"Variation: Choco,Maxi Length 103CM",,"Sumpahhhhhh best gila kalau you are searching for long skirt. selalu skirt pendek. tapi ni labuh untuk 168cm. nak repeat

pls refer measure chart, i randomly letak je, tinggi berat betul",True,,,,,,,results2.json,review 42
136,j*****i,5,2025-06-02 20:09,"Variation: White bone,S-M Length 96CM",,"Material mmg cantik, kain tak keras, dua dua belah kain ni ada poket gais! Berbaloi beli saya dah ada 3 helai dah, paling cantik colour white bone",True,,,,,,,results2.json,review 43
137,f*****h,5,2025-07-09 15:50,"Variation: Choco,S-M Length 96CM",,Penghantaran pantas. Barang sampai dalam keadaan yang baik. Thank you.,True,,,,,,,results2.json,review 44
138,n*****a,5,2025-07-11 13:50,"Variation: Hazelnut,S-M Length 96CM",,Bagus bgt. Skirt ada lining. Material linen tak panas😍,True,,,,,,,results2.json,review 45
139,s*****h,5,2025-02-09 20:56,"Variation: Choco,S-m Length 96CM",,"Full lining. No need to wear inner, so comfort and sejuk ❤️❤️ I'm in love with this skirt 🥹👍🏼",True,Material, Cotton,Quality, Tip top,,,results2.json,review 46
140,j*****i,5,2025-06-02 20:08,"Variation: Cania Ivory,S-M Length 96CM",,"Dah ada 3 colour skirt ni! Memang best material dia, lembut tak keras. And yang paling penting ada poket 2 belah kt skirt ni ✨🙌🏻",True,,,,,,,results2.json,review 47
141,nananaaina,5,2025-02-24 09:44,"Variation: White Bone,Maxi Length 103CM",,"Cantik yang tak reti nak ungkap 😭🥹🫶🏻 
second purchase
saller sangat membantu 🩵 penghantaran cepat 🩵
saller takkan simpan you guys punya barang lama lama kalau boleh dia nak post hari yg korang beli 😆… 

Tinggi : 168
Berat : 85 kg",True,,,,,,,results2.json,review 48
142,i*****a,5,2024-09-27 15:35,"Variation: Blackmm,S-m Length 88CM",,Cepat giler ya sampai walaupun dari Indonesia. Saya beli ya. Cantikk nanti restock warna lain ya seller saya beli,True,Quality, linen kot,Material, okay,,,results2.json,review 49
143,dalliedaisy,5,2024-09-02 18:59,"Variation: White bone,S-m Length 96CM",,Good product I thought it was white but creme yea shame on me to expect linen color white and fast delivery,True,Quality, good,Material, linen,,,results2.json,review 50
144,aina.fariha,5,2025-06-09 00:43,"Variation: White Bone,S-M Length 88CM",,will repeat more from this shop 🫶🏻,True,,,,,,,results2.json,review 51
145,e*****n,5,2025-05-13 21:51,"Variation: Black,S-M Length 88CM",,,False,Material, cotton,Quality, so good,,,results2.json,review 52
146,iaminani,5,2025-07-04 11:56,"Variation: Gray Black,L-XXXL Length 92 CM",,Ok,False,Quality, ok,Material, ok,,,results2.json,review 53
147,fatinjaffry,5,2025-05-12 22:02,"Variation: White bone,S-M Length 88CM",,Perfect for 150cm tall,False,,,,,,,results2.json,review 54
148,polaroid8kupang,5,2025-07-11 23:29,"Variation: Choco,L-XXXL Length 92 CM",,Cantik sangat,False,,,,,,,results2.json,review 55
149,kyrasyak,5,2025-02-11 01:09,"Variation: Choco,S-m Length 88CM",,,True,Material, linen,Quality, terbaikkk quality muji,,,results2.json,review 56
150,ikangpoyok,5,2025-07-12 15:32,"Variation: Choco,S-M Length 88CM",,nicee. skirt ada linen kat dalam and ada poket 🫶🏼,False,,,,,,,results2.json,review 57
151,nuttynatasha,5,2025-03-05 01:19,"Variation: White bone,S-m Length 88CM",,Nape lawa gilaaa,False,,,,,,,results2.json,review 58
152,l*****3,5,2024-11-06 16:32,"Variation: White bone,S-m Length 88CM",,Im lovin it,False,,,,,,,results2.json,review 59
153,adlin1111,5,2025-01-26 23:39,"Variation: Pinkish,Maxi Length 103CM",,Tebal best!!,False,,,,,,,results2.json,review 60
154,n*****1,5,2024-11-22 11:31,"Variation: Hazelnut,S-m Length 96CM",,good product,True,,,,,,,results2.json,review 61
155,r*****2,5,2025-01-04 14:19,,Indonesia,"Bb 63 tb 156 uk S-M doesn't hang and doesn't have excess, it's good the white color is not dull",True,,,,,,,results2.json,review 62
156,r*****_,5,2025-01-07 15:38,,Indonesia,"Thank you, sis, the item has arrived and it's very cute
The material is comfortable and soft
Neat stitching and not see through
When you put it on, it's really cute and you don't regret it anyway 
Thnk uu",True,,,,,,,results2.json,review 63
157,c*****e,5,2025-01-25 23:46,,Indonesia,"The skirt is so cute, the size is also right for me who is 49 tb 158 just GOOD POLLLL next time buy another color🤎🤎",True,,,,,,,results2.json,review 64
158,m*****n,5,2025-04-17 14:43,,Indonesia,"Very comfortable and cute to wear. really can be used in all situations and conditions. I'm very happy that the price is still affordable, there is a lining, right and left pockets. surprisingly take the 88cm one for a height of 157cm like me or not It turns out that it's a pass. want to order another color ah~",True,,,,,,,results2.json,review 65
159,g*****a,5,2024-09-20 21:12,,Indonesia,"The skirt is so beautiful.. for those who are 161cm tall, it's really fitting to take the 96cm long, it's beautiful.. thank you seller 🤍😍",True,,,,,,,results2.json,review 66
160,l*****d,5,2024-11-22 07:27,,Indonesia,"The skirt is really good, the material is smooth and soft linen, there is a lining and it doesn't get hot when worn, the stitching is also good, the size is also really right, I want to buy another color, the seller is also good poll, thx u ❤️",True,,,,,,,results2.json,review 67
161,h*****9,5,2024-10-02 21:03,,Indonesia,"I've bought the 3rd time, it's always suitable and good, lots of other colors. This Skincare works very well on my sensitive skin. No negative reactions after use, skin feels softer and brighter. The Packaging is very safe, nothing leaks. Delivery is also fast. The seller is friendly and quick to respond to questions.""",True,,,,,,,results2.json,review 68
162,d*****7,5,2025-01-30 22:30,,Indonesia,"Fast delivery, ordered on the 27th, the 29th, arrived, even though it's a different island, love it 🫶

When do you want to order another color, bb 90 tb 165 still loose, not too tight 🫶",True,,,,,,,results2.json,review 69
163,h*****s,5,2025-06-08 05:43,,Indonesia,"The goods arrived in good condition, the quality is good and there are no flaws. Thank you very much for the responsive seller! Success always yes! 😊",True,,,,,,,results2.json,review 70
164,n*****a,5,2024-08-23 10:23,,Indonesia,"Good, I like the color choice is a little bit. Pls add, min, sm re-stock that has run out, hehe. The fabric is cool, there is a furing. The length is also right on TB 150. 👍🏼",True,,,,,,,results2.json,review 71
165,h*****9,5,2024-11-04 11:59,,Indonesia,"The product corresponds to the description, the material is very comfortable on the skin and the stitching is neat. The color is exactly the same as in the photo. Fast delivery, arrived earlier than expected. Responsive and friendly seller. Very satisfied with this purchase, will definitely shop here again.""",True,,,,,,,results2.json,review 72
166,d*****a,5,2024-12-26 20:12,,Indonesia,"I was hesitant to buy the 88cm one because I was afraid it would hang up, but it turned out to be perfect for me, who likes to wear subordinates, so the waistband is just right, the length is 153 TB",True,,,,,,,results2.json,review 73
167,f*****i,5,2025-05-26 12:41,,Indonesia,"Bought it for the third time, already have it in Choco and bone white, all beautiful. I bought this Ivory color, tried the 96 cm one, bb 42 TB 158",True,,,,,,,results2.json,review 74
168,e*****w,4,2025-05-05 16:01,,Indonesia,"First time ordering and the material is comfortable, there are furing layers and pockets on the right and left, easier to use, the right size is not too long. Color is also subdued",True,,,,,,,results2.json,review 75
169,l*****g,5,2025-03-22 12:47,,Indonesia,"I really like the skirt model, the linen material already has lining, it's perfect for me who is tall and small, so it makes my body volume",True,,,,,,,results2.json,review 76
170,j*****a,5,2024-09-02 22:44,,Indonesia,Height 156cm wearing length 88cm fits perfectly on the ankles.,True,,,,,,,results2.json,review 77
171,d*****r,5,2025-04-12 06:28,,Indonesia,Worth the price because the material is good with an ankle length furing. There are also pockets on both sides of the skirt. suitable for small bodys to look big because the material is an illusion containing.,True,,,,,,,results2.json,review 78
172,h*****2,5,2025-03-09 22:28,,Indonesia,"I really like it because it gives an illusion on the hips, my hips are really small, you know they're skinny😅 Then finding this skirt looks like I'm really happy because my hips look bulky and the colors can be mixed and matched with any top anyway
Btw my TB is 153 BB 38.",True,,,,,,,results2.json,review 79
173,a*****i,5,2025-03-08 20:56,,Indonesia,"Don't hesitate to buy the skirt here, it's really good according to the price too, you don't regret buying it here😍Lutchuu too, you have to buy it",True,,,,,,,results2.json,review 80
174,d*****_,5,2025-05-17 15:47,,Indonesia,"It's really good that it's covered with furing so it's not see-through, the growth is also good, and there is a rubber so it fits really well😍 Next order again",True,,,,,,,results2.json,review 81
175,a*****5,5,2025-03-13 22:39,,Indonesia,"The cut is so cute it doesn't make you look big and buggy at all 🥹 The length is just right, it's solid uhuy",True,,,,,,,results2.json,review 82
176,a*****2,5,2025-02-15 10:48,,Indonesia,"The skirt is nice, it looks like it's shaped like that, and the inside already has lining so you won't see through the skirt, which is really thick but not hot, it's good, just don't hesitate for those who want to check out the collection from this brand, everything is good Disappointing gads, the skirt is nice, it looks like it's shaped like that, and the inside is hdkdndidkdmdud soamegchajjdkd jdkdhdodndvud jepnegusjdvi jdpdhdudk heoenduudbd helemshs ielebdisk",True,,,,,,,results2.json,review 83
